# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
egl-19	WBGene00001187	C48A7.1c.1	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
egl-19	WBGene00001187	C48A7.1c.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
egl-30	WBGene00001196	M01D7.7a.1	protein_coding	0	0	0	5	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
egl-30	WBGene00001196	M01D7.7b.1	protein_coding	0	0	0	5	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
egl-30	WBGene00001196	M01D7.7c.1	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
egl-9	WBGene00001178	F22E12.4a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
egl-9	WBGene00001178	F22E12.4a.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
egl-9	WBGene00001178	F22E12.4b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
egl-9	WBGene00001178	F22E12.4c.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
egl-9	WBGene00001178	F22E12.4d.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
egl-9	WBGene00001178	F22E12.4d.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
egl-9	WBGene00001178	F22E12.4e.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ego-2	WBGene00001215	Y53H1C.2a.1	protein_coding	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ego-2	WBGene00001215	Y53H1C.2b.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ego-2	WBGene00001215	Y53H1C.2c.1	protein_coding	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
egrh-1	WBGene00007772	C27C12.2.1	protein_coding	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
egrh-2	WBGene00043705	Y55F3AM.7a.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
egrh-2	WBGene00043705	Y55F3AM.7b.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
egrh-2	WBGene00043705	Y55F3AM.7c.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
egrh-2	WBGene00043705	Y55F3AM.7d.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
egrh-3	WBGene00044651	Y94H6A.11a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
egrh-3	WBGene00044651	Y94H6A.11b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ehs-1	WBGene00001224	ZK1248.3a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ehs-1	WBGene00001224	ZK1248.3b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
eif-2Balpha	WBGene00014221	ZK1098.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
eif-2Bepsilon	WBGene00008428	D2085.3.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
eif-2alpha	WBGene00021351	Y37E3.10a.1	protein_coding	0	0	0	23	9	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
eif-2alpha	WBGene00021351	Y37E3.10b	lincRNA	0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1
eif-3.B	WBGene00001225	Y54E2A.11a.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
eif-3.B	WBGene00001225	Y54E2A.11a.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
eif-3.B	WBGene00001225	Y54E2A.11a.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
eif-3.B	WBGene00001225	Y54E2A.11b.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
eif-3.F	WBGene00001229	D2013.7.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eif-3.H	WBGene00001231	C41D11.2.1	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
eif-3.I	WBGene00001232	Y74C10AR.1a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eif-3.I	WBGene00001232	Y74C10AR.1b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ekl-4	WBGene00013676	Y105E8A.17a.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ekl-4	WBGene00013676	Y105E8A.17b.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
elc-1	WBGene00001236	Y82E9BR.15.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ell-1	WBGene00021281	Y24D9A.1a.1	protein_coding	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ell-1	WBGene00021281	Y24D9A.1a.2	protein_coding	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ell-1	WBGene00021281	Y24D9A.1b	lincRNA	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ell-1	WBGene00021281	Y24D9A.1c.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
elo-1	WBGene00001239	F56H11.4a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elo-1	WBGene00001239	F56H11.4b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elo-1	WBGene00001239	F56H11.4b.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elo-1	WBGene00001239	F56H11.4b.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elo-1	WBGene00001239	F56H11.4b.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elo-7	WBGene00001245	F56H11.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
elp-1	WBGene00001248	F38A6.2a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
elp-1	WBGene00001248	F38A6.2a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
elp-1	WBGene00001248	F38A6.2b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
elp-1	WBGene00001248	F38A6.2b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
elpc-1	WBGene00022463	Y110A7A.16.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
elpc-2	WBGene00013738	Y111B2A.17.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
elpc-2	WBGene00013738	Y111B2A.17.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
elpc-4	WBGene00016128	C26B2.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
elt-1	WBGene00001249	W09C2.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
elt-1	WBGene00001249	W09C2.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
elt-1	WBGene00001249	W09C2.1c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
elt-1	WBGene00001249	W09C2.1d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
elt-1	WBGene00001249	W09C2.1e.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
elt-1	WBGene00001249	W09C2.1f.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
emb-1	WBGene00019630	K10D2.4.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
emb-30	WBGene00001284	F54C8.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
emb-30	WBGene00001284	F54C8.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
emb-4	WBGene00001258	Y80D3A.2a.1	protein_coding	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
emb-4	WBGene00001258	Y80D3A.2d.1	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
emb-4	WBGene00001258	Y80D3A.2e.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
emb-5	WBGene00001259	T04A8.14.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
emb-8	WBGene00001262	K10D2.6.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
emb-8	WBGene00001262	K10D2.6.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
emc-1	WBGene00019209	H17B01.4a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
emc-1	WBGene00019209	H17B01.4b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
eme-1	WBGene00018923	F56A6.4a.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
eme-1	WBGene00018923	F56A6.4c.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
eme-1	WBGene00018923	F56A6.4d.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
emr-1	WBGene00001309	M01D7.6.1	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
emr-1	WBGene00001309	M01D7.6.2	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
enol-1	WBGene00011884	T21B10.2a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
enol-1	WBGene00011884	T21B10.2a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
enol-1	WBGene00011884	T21B10.2a.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
enol-1	WBGene00011884	T21B10.2c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
enol-1	WBGene00011884	T21B10.2c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
enpl-1	WBGene00011480	T05E11.3a.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
enpl-1	WBGene00011480	T05E11.3a.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
enpl-1	WBGene00011480	T05E11.3b.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
enpl-1	WBGene00011480	T05E11.3b.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
enpl-1	WBGene00011480	T05E11.3b.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
enpl-1	WBGene00011480	T05E11.3b.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
enpl-1	WBGene00011480	T05E11.3b.5	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
enpl-1	WBGene00011480	T05E11.3b.6	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ent-1	WBGene00001320	ZK809.4a.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ent-1	WBGene00001320	ZK809.4c.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
enu-3.1	WBGene00010362	H04D03.1.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
enu-3.3	WBGene00021015	W03G9.3.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
epc-1	WBGene00007030	Y111B2A.11.1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
epc-1	WBGene00007030	Y111B2A.11.2	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
epg-2	WBGene00021468	Y39G10AR.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
epg-4	WBGene00018150	F37C12.2.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
epg-4	WBGene00018150	F37C12.2.2	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
epg-4	WBGene00018150	F37C12.2.3	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
epg-4	WBGene00018150	F37C12.2.4	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
epg-8	WBGene00013695	Y106G6A.2a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
epg-8	WBGene00013695	Y106G6A.2b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
epg-8	WBGene00013695	Y106G6A.2c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
epg-8	WBGene00013695	Y106G6A.2d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
epg-9	WBGene00022078	Y69A2AR.7a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
epg-9	WBGene00022078	Y69A2AR.7b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
epg-9	WBGene00022078	Y69A2AR.7b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
epg-9	WBGene00022078	Y69A2AR.7b.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
epg-9	WBGene00022078	Y69A2AR.7c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
epg-9	WBGene00022078	Y69A2AR.7c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
epg-9	WBGene00022078	Y69A2AR.7c.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ercc-1	WBGene00008665	F10G8.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ercc-1	WBGene00008665	F10G8.7.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
erfa-1	WBGene00020269	T05H4.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
erfa-1	WBGene00020269	T05H4.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
erfa-1	WBGene00020269	T05H4.6b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
erfa-3	WBGene00010405	H19N07.1a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
erfa-3	WBGene00010405	H19N07.1a.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
erfa-3	WBGene00010405	H19N07.1a.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
erfa-3	WBGene00010405	H19N07.1b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
erh-1	WBGene00011892	T21C9.4.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
eri-5	WBGene00021419	Y38F2AR.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
eri-6	WBGene00016561	C41D11.1c.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
eri-6	WBGene00016561	C41D11.1d.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
eri-6	WBGene00016561	C41D11.1f.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
eri-6	WBGene00016561	C41D11.1f.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
eri-6	WBGene00016561	C41D11.1f.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
eri-7	WBGene00016566	C41D11.7.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
eri-9	WBGene00016143	C26E6.7a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
eri-9	WBGene00016143	C26E6.7a.2	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
eri-9	WBGene00016143	C26E6.7b.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
eri-9	WBGene00016143	C26E6.7b.2	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
eri-9	WBGene00016143	C26E6.7c.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
eri-9	WBGene00016143	C26E6.7d.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
erl-1	WBGene00016592	C42C1.15.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
erp-44.1	WBGene00016278	C30H7.2a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
erp-44.1	WBGene00016278	C30H7.2a.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
erp-44.1	WBGene00016278	C30H7.2b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
erv-46	WBGene00010725	K09E9.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
erv-46	WBGene00010725	K09E9.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
etc-1	WBGene00008429	D2085.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
etr-1	WBGene00001340	T01D1.2a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2a.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2a.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2a.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2a.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2b.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2b.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2b.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2b.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2c	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2d.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2d.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2d.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2d.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2d.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2e.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2e.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2e.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2e.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2e.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
