# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
etr-1	WBGene00001340	T01D1.2e.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2e.5	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2f.5	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2g.5	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2l.5	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2m.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2n.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2n.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2n.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2n.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2o.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2o.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2o.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2o.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2p.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2p.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2p.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2p.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2q.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2q.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2q.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2q.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2r.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2r.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2r.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2r.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2s.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2s.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2s.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2s.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2t.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2t.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2t.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2t.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2u.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2u.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2u.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2u.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2v.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2v.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2v.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2v.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2w.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2w.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2w.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2w.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2x.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2x.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2x.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etr-1	WBGene00001340	T01D1.2x.4	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ets-6	WBGene00017606	F19F10.10.1	protein_coding	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
eva-1	WBGene00009304	F32A7.3a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eva-1	WBGene00009304	F32A7.3a.2	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eva-1	WBGene00009304	F32A7.3b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eva-1	WBGene00009304	F32A7.3b.2	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eva-1	WBGene00009304	F32A7.3c.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
eva-1	WBGene00009304	F32A7.3c.2	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
evl-14	WBGene00001352	H38K22.1.1	protein_coding	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
exc-4	WBGene00001365	Y105E8A.22.1	protein_coding	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
exc-9	WBGene00017644	F20D12.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exc-9	WBGene00017644	F20D12.5.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exoc-7	WBGene00016606	C43E11.8.1	protein_coding	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
exos-2	WBGene00022232	Y73B6BL.3.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
exos-4.1	WBGene00007201	B0564.1a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
exos-4.2	WBGene00000202	Y6D11A.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
exos-7	WBGene00009289	F31D4.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
exos-9	WBGene00018154	F37C12.13a.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
exp-2	WBGene00001374	F12F3.1c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exp-2	WBGene00001374	F12F3.1d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
far-3	WBGene00001387	F15B9.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
far-4	WBGene00001388	F15B9.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
farl-11	WBGene00017349	F10E7.8a.1	protein_coding	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
farl-11	WBGene00017349	F10E7.8b.1	protein_coding	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
farl-11	WBGene00017349	F10E7.8c.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
farl-11	WBGene00017349	F10E7.8c.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
farl-11	WBGene00017349	F10E7.8c.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
fars-3	WBGene00001498	F22B5.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fasn-1	WBGene00009342	F32H2.5.1	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
fat-3	WBGene00001395	W08D2.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-3	WBGene00001395	W08D2.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-3	WBGene00001395	W08D2.4c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-3	WBGene00001395	W08D2.4d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-3	WBGene00001395	W08D2.4d.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-4	WBGene00001396	T13F2.1a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fat-4	WBGene00001396	T13F2.1a.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fat-4	WBGene00001396	T13F2.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-4	WBGene00001396	T13F2.1c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-4	WBGene00001396	T13F2.1c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-4	WBGene00001396	T13F2.1c.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fat-6	WBGene00001398	VZK822L.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fat-6	WBGene00001398	VZK822L.1a.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fat-6	WBGene00001398	VZK822L.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fat-6	WBGene00001398	VZK822L.1b.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fat-6	WBGene00001398	VZK822L.1b.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fat-6	WBGene00001398	VZK822L.1c.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fat-6	WBGene00001398	VZK822L.1c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fath-1	WBGene00007707	C25A1.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxa-101	WBGene00008569	F08A8.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-101	WBGene00008569	F08A8.7.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-107	WBGene00012564	Y37H2A.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-121	WBGene00012485	Y18D10A.18	pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxa-128	WBGene00012923	Y47D3A.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-140	WBGene00008130	C47B2.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-180	WBGene00009295	F31E9.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxa-192	WBGene00010212	F57G4.8.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fbxa-193	WBGene00010295	F59A1.9	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxa-210	WBGene00012565	Y37H2A.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-46	WBGene00018690	F52D2.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-46	WBGene00018690	F52D2.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxa-85	WBGene00044654	Y61B8A.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxa-89	WBGene00013555	Y75B8A.21.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxb-35	WBGene00017208	F07E5.2.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxb-39	WBGene00019702	M01D1.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxb-41	WBGene00019703	M01D1.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxb-45	WBGene00019705	M01D1.10.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fbxb-70	WBGene00014149	ZK909.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxb-71	WBGene00018236	F40F4.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxb-74	WBGene00019952	R08C7.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxb-75	WBGene00019956	R08C7.13.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxb-78	WBGene00017116	E04A4.1.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxb-79	WBGene00011127	R07H5.7.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxb-80	WBGene00017117	E04A4.2	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxb-88	WBGene00016359	C33F10.13.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxc-38	WBGene00015321	C02B8.2.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxc-45	WBGene00021887	Y54G2A.22.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fbxc-50	WBGene00015912	C17F4.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxc-54	WBGene00017744	F23F1.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxl-1	WBGene00015350	C02F5.7a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxl-1	WBGene00015350	C02F5.7a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxl-1	WBGene00015350	C02F5.7a.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxl-1	WBGene00015350	C02F5.7a.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxl-1	WBGene00015350	C02F5.7b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxl-1	WBGene00015350	C02F5.7b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fbxl-1	WBGene00015350	C02F5.7b.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fcd-2	WBGene00012767	Y41E3.9a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fcd-2	WBGene00012767	Y41E3.9b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fcd-2	WBGene00012767	Y41E3.9c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fcho-1	WBGene00018974	F56D12.6a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fcho-1	WBGene00018974	F56D12.6b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fdps-1	WBGene00011058	R06C1.2.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
fem-2	WBGene00001412	T19C3.8.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
fem-2	WBGene00001412	T19C3.8.2	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fic-1	WBGene00014004	ZK593.8.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
figl-1	WBGene00017981	F32D1.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
figl-1	WBGene00017981	F32D1.1a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
figl-1	WBGene00017981	F32D1.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
figl-1	WBGene00017981	F32D1.1c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fil-2	WBGene00019668	K12B6.3.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fis-2	WBGene00001425	F13B9.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fis-2	WBGene00001425	F13B9.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fitm-2	WBGene00044094	ZK265.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fitm-2	WBGene00044094	ZK265.9.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkb-1	WBGene00001426	F36H1.1a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-1	WBGene00001426	F36H1.1a.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-1	WBGene00001426	F36H1.1a.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-1	WBGene00001426	F36H1.1b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-2	WBGene00001427	Y18D10A.19.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-3	WBGene00001428	C05C8.3.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-3	WBGene00001428	C05C8.3.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-6	WBGene00001431	F31D4.3.1	protein_coding	0	1	0	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-6	WBGene00001431	F31D4.3.2	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-4	WBGene00001436	C29F7.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-5	WBGene00001437	F26A1.2.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkh-8	WBGene00001440	F40H3.4a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkh-8	WBGene00001440	F40H3.4a.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkh-8	WBGene00001440	F40H3.4b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkh-8	WBGene00001440	F40H3.4b.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
fkh-9	WBGene00001441	K03C7.2a.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
fkh-9	WBGene00001441	K03C7.2b.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
flad-1	WBGene00011271	R53.1a.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
flad-1	WBGene00011271	R53.1a.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
flad-1	WBGene00011271	R53.1b.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
flad-1	WBGene00011271	R53.1b.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
flad-1	WBGene00011271	R53.1b.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
flad-1	WBGene00011271	R53.1c.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
flad-1	WBGene00011271	R53.1d.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
