# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
glr-4	WBGene00001615	C06A8.9a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glr-4	WBGene00001615	C06A8.9b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glrx-10	WBGene00021331	Y34D9A.6.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
glrx-5	WBGene00013029	Y49E10.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gls-1	WBGene00007975	C36B1.8a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gls-1	WBGene00007975	C36B1.8b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gls-1	WBGene00007975	C36B1.8c.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gls-1	WBGene00007975	C36B1.8c.2	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
glt-1	WBGene00001620	C12D12.2a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
glt-1	WBGene00001620	C12D12.2b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
glt-5	WBGene00001623	Y53C12A.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gly-14	WBGene00001639	M01F1.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gly-20	WBGene00001645	C03E10.4.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gly-9	WBGene00012934	Y47D3A.23a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gly-9	WBGene00012934	Y47D3A.23b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gmn-1	WBGene00013552	Y75B8A.17.1	protein_coding	1	0	0	13	7	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
gmps-1	WBGene00010912	M106.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gmps-1	WBGene00010912	M106.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gmps-1	WBGene00010912	M106.4c.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gna-1	WBGene00001646	B0024.12.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gna-2	WBGene00001647	T23G11.2.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
gnrr-2	WBGene00007614	C15H11.2a.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gnrr-2	WBGene00007614	C15H11.2b.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
goa-1	WBGene00001648	C26C6.2.1	protein_coding	0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gob-1	WBGene00001649	H13N06.3a.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
gob-1	WBGene00001649	H13N06.3b.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
golg-4	WBGene00010306	F59A2.6a.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
golg-4	WBGene00010306	F59A2.6b.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
golg-4	WBGene00010306	F59A2.6c.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
golg-4	WBGene00010306	F59A2.6d.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gon-2	WBGene00001651	T01H8.5a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gon-2	WBGene00001651	T01H8.5c.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gon-2	WBGene00001651	T01H8.5d.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gon-2	WBGene00001651	T01H8.5e.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gos-28	WBGene00017273	F08F8.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
got-2.1	WBGene00016652	C44E4.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gpa-16	WBGene00001678	Y95B8A.5a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gpa-16	WBGene00001678	Y95B8A.5b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gpa-16	WBGene00001678	Y95B8A.5c.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gpa-7	WBGene00001669	R10H10.5.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpa-8	WBGene00001670	F56H9.3.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpa-9	WBGene00001671	F56H9.4a	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gpa-9	WBGene00001671	F56H9.4b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gpb-1	WBGene00001679	F13D12.7a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpb-1	WBGene00001679	F13D12.7a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpb-1	WBGene00001679	F13D12.7b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpc-2	WBGene00001682	F08B6.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gpcp-2	WBGene00011511	T05H10.7a.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
gpcp-2	WBGene00011511	T05H10.7b.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
gpd-4	WBGene00001686	F33H1.2.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gpd-4	WBGene00001686	F33H1.2.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
gpi-1	WBGene00013597	Y87G2A.8a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpi-1	WBGene00013597	Y87G2A.8a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpi-1	WBGene00013597	Y87G2A.8a.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpi-1	WBGene00013597	Y87G2A.8b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gpr-1	WBGene00001688	F22B7.13.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpx-1	WBGene00009165	F26E4.12.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpx-1	WBGene00009165	F26E4.12.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpx-4	WBGene00022377	Y94H6A.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gpx-7	WBGene00019846	R03G5.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpx-7	WBGene00019846	R03G5.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grd-1	WBGene00001690	R08B4.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grd-1	WBGene00001690	R08B4.1a.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grd-1	WBGene00001690	R08B4.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grd-1	WBGene00001690	R08B4.1b.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grd-16	WBGene00001705	Y69A2AL.1.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grd-2	WBGene00001691	F46B3.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
grl-1	WBGene00001710	C24G6.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
grl-10	WBGene00001719	C26F1.5.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
grl-13	WBGene00001722	F32D1.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
grl-13	WBGene00001722	F32D1.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
grl-17	WBGene00001726	C56A3.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
grl-19	WBGene00001728	R02D3.6.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grl-2	WBGene00001711	T16G1.8.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
grl-24	WBGene00001733	F11E6.2.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
grl-25	WBGene00001734	ZK643.8a.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
grl-25	WBGene00001734	ZK643.8b	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
grl-4	WBGene00001713	F42C5.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
grp-1	WBGene00001743	K06H7.4.1	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
grsp-3	WBGene00016403	C34D4.11a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
grsp-3	WBGene00016403	C34D4.11b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gsnl-1	WBGene00010593	K06A4.3.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gsp-1	WBGene00001747	F29F11.6.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gsp-4	WBGene00020187	T03F1.5.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gsp-4	WBGene00020187	T03F1.5.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gsp-4	WBGene00020187	T03F1.5.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gspd-1	WBGene00007108	B0035.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gst-42	WBGene00001790	D1053.1.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gstk-1	WBGene00014251	ZK1320.1.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gstk-2	WBGene00017054	D2024.7.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gsto-1	WBGene00016204	C29E4.7.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gsy-1	WBGene00001793	Y46G5A.31.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gtbp-1	WBGene00010677	K08F4.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gtf-2A2	WBGene00013736	Y111B2A.13.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
gtf-2F1	WBGene00015296	C01F1.1.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gtf-2F2	WBGene00012694	Y39B6A.36.1	protein_coding	1	0	0	9	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0
gtf-2H1	WBGene00019821	R02D3.3a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gtf-2H1	WBGene00019821	R02D3.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gtf-2H2C	WBGene00011814	T16H12.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gtf-2H2C	WBGene00011814	T16H12.4.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gtl-1	WBGene00001795	C05C12.3.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gtsf-1	WBGene00020286	T06A10.3a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gtsf-1	WBGene00020286	T06A10.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gtsf-1	WBGene00020286	T06A10.3c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
guk-1	WBGene00020190	T03F1.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
guk-1	WBGene00020190	T03F1.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gut-2	WBGene00001808	T10G3.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gut-2	WBGene00001808	T10G3.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gyg-2	WBGene00012020	T25E12.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
haao-1	WBGene00010595	K06A4.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
haf-2	WBGene00001812	F43E2.4.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
haf-6	WBGene00001816	Y48G8AL.11a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
haf-6	WBGene00001816	Y48G8AL.11b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hal-2	WBGene00011819	T16H12.11.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hal-3	WBGene00011788	T15H9.2.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
haly-1	WBGene00009813	F47B10.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hars-1	WBGene00002001	T11G6.1a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hars-1	WBGene00002001	T11G6.1b.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hars-1	WBGene00002001	T11G6.1b.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hasp-1	WBGene00007258	C01H6.9.1	protein_coding	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
hat-1	WBGene00044069	M03C11.4.1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hcp-1	WBGene00001829	ZK1055.1.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hcp-4	WBGene00001832	T03F1.9.1	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hcp-4	WBGene00001832	T03F1.9.2	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hcp-6	WBGene00001833	Y110A7A.1a.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hcp-6	WBGene00001833	Y110A7A.1b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hda-1	WBGene00001834	C53A5.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hda-11	WBGene00007953	C35A5.9.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hecd-1	WBGene00016405	C34D4.14a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14a.2	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14b.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14b.2	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14c.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14d.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14d.2	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14e.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14f.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14g.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hecd-1	WBGene00016405	C34D4.14h.1	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
henn-1	WBGene00015349	C02F5.6a	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
henn-1	WBGene00015349	C02F5.6b.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
herc-1	WBGene00021685	Y48G8AL.1a.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
herc-1	WBGene00021685	Y48G8AL.1a.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
hex-3	WBGene00012663	Y39A1C.4.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hex-4	WBGene00021766	Y51F10.5.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hgap-1	WBGene00021209	Y18H1A.3a.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hgap-1	WBGene00021209	Y18H1A.3b.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hgap-1	WBGene00021209	Y18H1A.3c.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hgap-1	WBGene00021209	Y18H1A.3d.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hgap-1	WBGene00021209	Y18H1A.3e.1	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
hgap-2	WBGene00008430	D2085.5a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5b.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5d.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5e.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5f.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5g.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5g.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5h.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5i.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5j.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5k.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5l.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hgap-2	WBGene00008430	D2085.5m.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hil-3	WBGene00001854	F22F1.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hil-5	WBGene00001856	B0414.3.1	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
him-1	WBGene00001860	F28B3.7a.1	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
him-1	WBGene00001860	F28B3.7b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
him-10	WBGene00001869	R12B2.4.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
him-17	WBGene00001874	T09E8.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hint-1	WBGene00009002	F21C3.3.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hint-1	WBGene00009002	F21C3.3.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hip-1	WBGene00011735	T12D8.8.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hip-1	WBGene00011735	T12D8.8.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hir-1	WBGene00016059	C24G6.2a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hir-1	WBGene00016059	C24G6.2b	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
his-35	WBGene00001909	C50F4.13.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
his-35	WBGene00001909	C50F4.13.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
his-37	WBGene00001911	C50F4.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
his-41	WBGene00001915	C50F4.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
his-55	WBGene00001929	F54E12.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
his-56	WBGene00001930	F54E12.3.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
his-57	WBGene00001931	F54E12.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
his-57	WBGene00001931	F54E12.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
