# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
aakg-1	WBGene00013732	Y111B2A.8e.1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
aakg-1	WBGene00013732	Y111B2A.8f.1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
aakg-1	WBGene00013732	Y111B2A.8g.1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
aap-1	WBGene00000001	Y110A7A.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aap-1	WBGene00000001	Y110A7A.10.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aars-1	WBGene00000196	W02B12.6a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aars-1	WBGene00000196	W02B12.6b	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
aars-2	WBGene00000197	F28H1.3.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aars-2	WBGene00000197	F28H1.3.2	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aars-2	WBGene00000197	F28H1.3.3	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aars-2	WBGene00000197	F28H1.3.4	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aat-9	WBGene00000010	Y53H1C.1a.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aat-9	WBGene00000010	Y53H1C.1b.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
abcf-1	WBGene00006512	F18E2.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abcf-2	WBGene00012097	T27E9.7.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
abcf-2	WBGene00012097	T27E9.7.2	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
abch-1	WBGene00016973	C56E6.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abcx-1	WBGene00006522	C56E6.1.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
abf-1	WBGene00000012	C50F2.9.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
abf-2	WBGene00000013	C50F2.10.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
abhd-11.2	WBGene00011029	R05D7.4.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
abhd-3.2	WBGene00016644	C44C1.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abhd-3.2	WBGene00016644	C44C1.5a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abhd-3.2	WBGene00016644	C44C1.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abhd-3.2	WBGene00016644	C44C1.5b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abi-1	WBGene00015146	B0336.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abi-1	WBGene00015146	B0336.6.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abt-1	WBGene00000019	C24F3.5a.1	protein_coding	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
abt-1	WBGene00000019	C24F3.5b.1	protein_coding	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
abtm-1	WBGene00022281	Y74C10AR.3a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
abtm-1	WBGene00022281	Y74C10AR.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
abtm-1	WBGene00022281	Y74C10AR.3b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
abtm-1	WBGene00022281	Y74C10AR.3c.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
abu-12	WBGene00004127	F52D1.3a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abu-12	WBGene00004127	F52D1.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abu-12	WBGene00004127	F52D1.3b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abu-12	WBGene00004127	F52D1.3c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
abu-12	WBGene00004127	F52D1.3c.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acbp-4	WBGene00018949	F56C9.5.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acbp-6	WBGene00012457	Y17G7B.1.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4b.2	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4b.3	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4b.4	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4b.5	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4b.6	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-1	WBGene00016943	C55B7.4b.7	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acdh-12	WBGene00017125	E04F6.5a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acdh-12	WBGene00017125	E04F6.5a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acdh-12	WBGene00017125	E04F6.5b	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acdh-13	WBGene00001566	C28C12.9.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acdh-13	WBGene00001566	C28C12.9.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acdh-2	WBGene00015894	C17C3.12a.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
acdh-2	WBGene00015894	C17C3.12a.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
acdh-2	WBGene00015894	C17C3.12b.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
acdh-2	WBGene00015894	C17C3.12c.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
acdh-2	WBGene00015894	C17C3.12d.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
acdh-2	WBGene00015894	C17C3.12e.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
acdh-3	WBGene00019433	K06A5.6.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
acdh-3	WBGene00019433	K06A5.6.2	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
acdh-4	WBGene00020419	T10E9.9a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acdh-4	WBGene00020419	T10E9.9b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acdh-5	WBGene00016491	C37A2.3.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acdh-9	WBGene00017874	F28A10.6.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acl-11	WBGene00017888	F28B3.9.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
acl-11	WBGene00017888	F28B3.9.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
acl-13	WBGene00008581	F08G5.2a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
acl-13	WBGene00008581	F08G5.2b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
acl-14	WBGene00019465	K07B1.5.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acl-2	WBGene00011543	T06E8.1a.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
acl-2	WBGene00011543	T06E8.1b.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acl-2	WBGene00011543	T06E8.1b.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acl-4	WBGene00018657	F49H12.6a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
acl-4	WBGene00018657	F49H12.6b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aco-2	WBGene00000041	F54H12.1a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aco-2	WBGene00000041	F54H12.1c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aco-2	WBGene00000041	F54H12.1c.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acox-1.1	WBGene00008564	F08A8.1a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acox-1.1	WBGene00008564	F08A8.1a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acox-1.1	WBGene00008564	F08A8.1b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acox-1.1	WBGene00008564	F08A8.1b.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acox-1.1	WBGene00008564	F08A8.1c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acox-1.1	WBGene00008564	F08A8.1c.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acox-1.2	WBGene00008565	F08A8.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acox-1.3	WBGene00008566	F08A8.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acox-1.6	WBGene00010336	F59F4.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acp-6	WBGene00022245	Y73B6BL.24.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acp-7	WBGene00022246	Y73B6BL.25.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acr-10	WBGene00000049	R02E12.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acr-12	WBGene00000051	R01E6.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acr-12	WBGene00000051	R01E6.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acr-20	WBGene00000059	R06A4.10a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acr-20	WBGene00000059	R06A4.10b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acr-20	WBGene00000059	R06A4.10c.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acs-13	WBGene00022037	Y65B4BL.5a.1	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
acs-13	WBGene00022037	Y65B4BL.5b.1	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
acs-13	WBGene00022037	Y65B4BL.5c.1	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
acs-17	WBGene00016716	C46F4.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acs-17	WBGene00016716	C46F4.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acs-17	WBGene00016716	C46F4.2.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acs-19	WBGene00007969	C36A4.9a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acs-19	WBGene00007969	C36A4.9a.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acs-19	WBGene00007969	C36A4.9b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acsd-1	WBGene00022104	Y71D11A.3a.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
acsd-1	WBGene00022104	Y71D11A.3b.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2a.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2b.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2b.2	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2b.3	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2b.4	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2b.5	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2b.6	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
act-4	WBGene00000066	M03F4.2c.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
actl-1	WBGene00015787	C15B12.6a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
actl-1	WBGene00015787	C15B12.6b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
acy-1	WBGene00000068	F17C8.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acy-3	WBGene00000070	C44F1.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acy-3	WBGene00000070	C44F1.5.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
adpr-1	WBGene00044440	Y73E7A.9a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
adpr-1	WBGene00044440	Y73E7A.9b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
adpr-1	WBGene00044440	Y73E7A.9c.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
adpr-1	WBGene00044440	Y73E7A.9d.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
adr-2	WBGene00000080	T20H4.4.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
adr-2	WBGene00000080	T20H4.4.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
adsl-1	WBGene00011064	R06C7.5a.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
adsl-1	WBGene00011064	R06C7.5a.2	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
adsl-1	WBGene00011064	R06C7.5b.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
adss-1	WBGene00016509	C37H5.6a.1	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1
adss-1	WBGene00016509	C37H5.6b.1	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
afd-1	WBGene00021009	W03F11.6c.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6d.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6e.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6f.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6g.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6h.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6i.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6j.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6k.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6k.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6l.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6l.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6m.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6m.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6n.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afd-1	WBGene00021009	W03F11.6o.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
afmd-1	WBGene00017051	D2024.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
agl-1	WBGene00011050	R06A4.8.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
agl-1	WBGene00011050	R06A4.8.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
agt-1	WBGene00000093	Y62E10A.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
agt-1	WBGene00000093	Y62E10A.5a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
agt-1	WBGene00000093	Y62E10A.5b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
agt-2	WBGene00000094	F09E5.13.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
aha-1	WBGene00000095	C25A1.11a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
aha-1	WBGene00000095	C25A1.11b.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ahcy-1	WBGene00019322	K02F2.2.1	protein_coding	0	0	3	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1
ahcy-1	WBGene00019322	K02F2.2.2	protein_coding	0	0	3	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1
ahr-1	WBGene00000096	C41G7.5a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aipr-1	WBGene00016966	C56C10.10.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aka-1	WBGene00000101	D1022.7a.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
aka-1	WBGene00000101	D1022.7a.2	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
aka-1	WBGene00000101	D1022.7b.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
aka-1	WBGene00000101	D1022.7b.2	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
aka-1	WBGene00000101	D1022.7c.1	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
aka-1	WBGene00000101	D1022.7c.2	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
akap-1	WBGene00016977	C56G2.1a.1	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
akap-1	WBGene00016977	C56G2.1b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akap-1	WBGene00016977	C56G2.1b.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
akap-1	WBGene00016977	C56G2.1c.1	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
akap-1	WBGene00016977	C56G2.1d.1	protein_coding	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
akap-1	WBGene00016977	C56G2.1e.1	protein_coding	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
akir-1	WBGene00017088	E01A2.6.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
akir-1	WBGene00017088	E01A2.6.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
akir-1	WBGene00017088	E01A2.6.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
algn-12	WBGene00022629	ZC513.5.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
algn-13	WBGene00011193	R10D12.12.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
algn-14	WBGene00019725	M02B7.4a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
algn-14	WBGene00019725	M02B7.4b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
algn-2	WBGene00017282	F09E5.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
algn-5	WBGene00019276	H43I07.3a.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
algn-5	WBGene00019276	H43I07.3b.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
algn-7	WBGene00013362	Y60A3A.14.1	protein_coding	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
algn-8	WBGene00007464	C08H9.3a.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
algn-9	WBGene00007556	C14A4.3.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
alh-11	WBGene00000117	F42G9.5a.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
alh-11	WBGene00000117	F42G9.5b.1	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
alh-11	WBGene00000117	F42G9.5b.2	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
alh-7	WBGene00000113	F45H10.1a.1	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
alh-7	WBGene00000113	F45H10.1a.2	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
