# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
fcd-2	WBGene00012767	Y41E3.9b.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
fcd-2	WBGene00012767	Y41E3.9c.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fcho-1	WBGene00018974	F56D12.6a.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
fcho-1	WBGene00018974	F56D12.6b.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
fem-1	WBGene00001411	F35D6.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fem-1	WBGene00001411	F35D6.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fem-2	WBGene00001412	T19C3.8.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
fem-2	WBGene00001412	T19C3.8.2	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
fezf-1	WBGene00012639	Y38H8A.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fhod-1	WBGene00016735	C46H11.11a.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
fhod-1	WBGene00016735	C46H11.11b.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
fhod-1	WBGene00016735	C46H11.11c.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
fhod-1	WBGene00016735	C46H11.11d.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
fhod-1	WBGene00016735	C46H11.11e.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fhod-1	WBGene00016735	C46H11.11f.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fhod-1	WBGene00016735	C46H11.11g.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fhod-1	WBGene00016735	C46H11.11h.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fib-1	WBGene00001423	T01C3.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fib-1	WBGene00001423	T01C3.7.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fic-1	WBGene00014004	ZK593.8.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
figl-1	WBGene00017981	F32D1.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
figl-1	WBGene00017981	F32D1.1a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
figl-1	WBGene00017981	F32D1.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
figl-1	WBGene00017981	F32D1.1c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fip-4	WBGene00018291	F41E6.10.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
fitm-2	WBGene00044094	ZK265.9.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fitm-2	WBGene00044094	ZK265.9.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkb-1	WBGene00001426	F36H1.1a.1	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
fkb-1	WBGene00001426	F36H1.1a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-1	WBGene00001426	F36H1.1a.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-1	WBGene00001426	F36H1.1b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fkb-6	WBGene00001431	F31D4.3.1	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
fkb-6	WBGene00001431	F31D4.3.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-4	WBGene00001436	C29F7.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-8	WBGene00001440	F40H3.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-8	WBGene00001440	F40H3.4a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-8	WBGene00001440	F40H3.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-8	WBGene00001440	F40H3.4b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fkh-9	WBGene00001441	K03C7.2a.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
fkh-9	WBGene00001441	K03C7.2b.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
fkh-9	WBGene00001441	K03C7.2c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fkh-9	WBGene00001441	K03C7.2c.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
flad-1	WBGene00011271	R53.1a.1	protein_coding	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
flad-1	WBGene00011271	R53.1a.2	protein_coding	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
flad-1	WBGene00011271	R53.1b.1	protein_coding	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
flad-1	WBGene00011271	R53.1b.2	protein_coding	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
flad-1	WBGene00011271	R53.1b.3	protein_coding	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
flad-1	WBGene00011271	R53.1c.1	protein_coding	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
flad-1	WBGene00011271	R53.1d.1	protein_coding	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
flap-1	WBGene00018998	F57B9.7a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
flap-1	WBGene00018998	F57B9.7b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
flcn-1	WBGene00017699	F22D3.2a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2c.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2d.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2e.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2g.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2h.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2i.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2i.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flcn-1	WBGene00017699	F22D3.2j.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flh-2	WBGene00016138	C26E6.2.1	protein_coding	0	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
flh-3	WBGene00012436	Y11D7A.13.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fli-1	WBGene00001443	B0523.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
flp-24	WBGene00016028	C24A1.1.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
flp-24	WBGene00016028	C24A1.1.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
flp-27	WBGene00016114	C25H3.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
flp-4	WBGene00001447	C18D1.3.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
fmi-1	WBGene00001475	F15B9.7a.1	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
fmi-1	WBGene00001475	F15B9.7b.1	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
fmi-1	WBGene00001475	F15B9.7c.1	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
fnci-1	WBGene00020935	W02D3.10.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fncm-1	WBGene00018908	F56A3.1.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fos-1	WBGene00001345	F29G9.4a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fos-1	WBGene00001345	F29G9.4b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
frg-1	WBGene00014177	ZK1010.3.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
frh-1	WBGene00001486	F59G1.7.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
frk-1	WBGene00001487	T04B2.2a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
frk-1	WBGene00001487	T04B2.2b	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
frk-1	WBGene00001487	T04B2.2c	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
frm-7	WBGene00001493	C51F7.1.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
frpr-15	WBGene00010735	K10C8.2.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
frpr-2	WBGene00007346	C05E7.4.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
frpr-3	WBGene00016149	C26F1.6.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
fsn-1	WBGene00001499	C26E6.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ftr-1	WBGene00013756	Y113G7B.4.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ftt-2	WBGene00001502	F52D10.3a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ftt-2	WBGene00001502	F52D10.3a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ftt-2	WBGene00001502	F52D10.3a.3	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ftt-2	WBGene00001502	F52D10.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ftt-2	WBGene00001502	F52D10.3c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
fubl-4	WBGene00019692	M01A10.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fust-1	WBGene00016173	C27H5.3a.1	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
fust-1	WBGene00016173	C27H5.3a.2	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
fust-1	WBGene00016173	C27H5.3b.1	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
fust-1	WBGene00016173	C27H5.3b.2	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
fust-1	WBGene00016173	C27H5.3b.3	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
fut-1	WBGene00001505	K08F8.3.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fut-1	WBGene00001505	K08F8.3.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fut-3	WBGene00006402	F59E12.13.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fut-3	WBGene00006402	F59E12.13.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fut-3	WBGene00006402	F59E12.13.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
fzr-1	WBGene00001510	ZK1307.6.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fzy-1	WBGene00001511	ZK177.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gad-1	WBGene00001513	T05H4.14.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gale-1	WBGene00008132	C47B2.6a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gale-1	WBGene00008132	C47B2.6b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8b.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8c.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8d.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8e.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8f.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8g.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8h.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8i.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8i.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8j.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8k.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gap-2	WBGene00001516	ZK899.8l.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gar-2	WBGene00001518	F47D12.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gar-2	WBGene00001518	F47D12.1b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gar-2	WBGene00001518	F47D12.1c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gar-2	WBGene00001518	F47D12.1d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gars-1	WBGene00001744	T10F2.1a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gba-3	WBGene00008706	F11E6.1a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gba-3	WBGene00008706	F11E6.1b.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gba-3	WBGene00008706	F11E6.1c	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gba-3	WBGene00008706	F11E6.1d.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gba-4	WBGene00021160	Y4C6B.6.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gbh-2	WBGene00001523	M05D6.7.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gcc-2	WBGene00011503	T05G5.9a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gcc-2	WBGene00011503	T05G5.9b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2d.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2e.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2f.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2g.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-1	WBGene00001526	T19A5.2h.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gck-2	WBGene00022603	ZC404.9.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gck-4	WBGene00007287	C04A11.3.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gcl-1	WBGene00013382	Y62E10A.16.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gcn-1	WBGene00021697	Y48G9A.3.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gcn-2	WBGene00013591	Y81G3A.3a.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gcn-2	WBGene00013591	Y81G3A.3a.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gcn-2	WBGene00013591	Y81G3A.3a.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gcn-2	WBGene00013591	Y81G3A.3b.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gcn-2	WBGene00013591	Y81G3A.3b.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gcn-2	WBGene00013591	Y81G3A.3b.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gcna-1	WBGene00022694	ZK328.4.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gcs-1	WBGene00001527	F37B12.2.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gcsh-2	WBGene00009918	F52A8.5.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gcsh-2	WBGene00009918	F52A8.5.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gcsh-2	WBGene00009918	F52A8.5.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gcy-20	WBGene00001545	F21H7.9.1	protein_coding	0	1	1	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
gcy-28	WBGene00020131	T01A4.1a.1	protein_coding	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
gcy-28	WBGene00020131	T01A4.1b.1	protein_coding	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gcy-28	WBGene00020131	T01A4.1c.1	protein_coding	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gcy-28	WBGene00020131	T01A4.1d.1	protein_coding	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
gcy-34	WBGene00001554	M04G12.3.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
gcy-36	WBGene00001556	C46E1.2.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gcy-6	WBGene00001533	B0024.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gcy-6	WBGene00001533	B0024.6b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gcy-8	WBGene00001535	C49H3.1.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gdi-1	WBGene00001558	Y57G11C.10a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gdi-1	WBGene00001558	Y57G11C.10a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gdi-1	WBGene00001558	Y57G11C.10b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gdi-1	WBGene00001558	Y57G11C.10c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gdi-1	WBGene00001558	Y57G11C.10c.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-1	WBGene00001559	F45H7.2a.1	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
gei-1	WBGene00001559	F45H7.2b.1	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
gei-1	WBGene00001559	F45H7.2c.1	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
gei-1	WBGene00001559	F45H7.2d.1	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
gei-1	WBGene00001559	F45H7.2d.2	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
gei-17	WBGene00001574	W10D5.3a.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3a.2	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3a.3	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3a.4	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3b	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3c.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3c.2	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3c.3	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3d.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3e.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3e.2	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3e.3	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3e.4	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3f.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3f.2	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3f.3	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3f.4	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3g.1	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-17	WBGene00001574	W10D5.3g.2	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
gei-4	WBGene00001561	W07B3.2a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-4	WBGene00001561	W07B3.2a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-4	WBGene00001561	W07B3.2b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-4	WBGene00001561	W07B3.2b.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-4	WBGene00001561	W07B3.2b.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-4	WBGene00001561	W07B3.2c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-4	WBGene00001561	W07B3.2c.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gei-4	WBGene00001561	W07B3.2c.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
